index,Tahun,Comments,preprocessed
6531,2024,"Assalamualikum mister , sudah 2 bulan saya tidak berkerja dan tidak mendapat kan perkerjaan saya sampai hariini tidur di masjid tepatnya di daerah jawa barat , saya tidak ingin meminta minta krna saya masih sehat tapi sekiranya ada perkerjaan atau ada yang bisa saya kerjakaan dengan kak willy saya amat sangat BERTERIMAKASIH",assalamualikum mister kerja kerja hariini tidur masjid tepat daerah jawa barat sehat kerja kerjakaan kak willy berterimakasih
6532,2024,"Udah bang menasehati orang yang yang udh terjerumus di ranah pacaran itu susah walopun sesama muslim😂,ibarat kita ngomong sama cermin😂",bang nasihat orang jerumus ranah pacar susah walopun muslim wajah gembira urai air mata omong cermin wajah gembira urai air mata
6533,2024,pengen bngett dpt hadiah dari ka Willi sama ka vilmei 🤗,pengin banget hadiah kak willi kak vilmei wajah peluk
6534,2024,Secantik apa pun pacar kak wilie lebih cantik ibu dari anak2u,cantik pacar kak wilie cantik ana
6535,2024,"Kak wil boleh minta iPhone dong,semoga dapet soal nya hari ini gue ultah🙏plis🙏🙏",kak wil iphone moga nya gue ultah lipat tangan plis lipat tangan lipat tangan
6536,2024,Alhamdulillah coment gw di jadiin status bang Willy di respown. Makasih bang Willy... semoga dapet oleh² dari bang Willy. aamiin    ,alhamdulillah komentar gue jadi status bang willy respown terima kasih bang willy moga oleh bang willy amin
6537,2024,Awet sampai mati.....bismillah pengen rasain iphone,awet mati bismillah pengin rasai iphone
6538,2024,kok punyaku abu2 ya 😂,punya abu ya wajah gembira urai air mata
6539,2024,Wil coba borong Alfamart mampu gak,wil coba borong alfamart
6540,2024,Kak Willy saya udah follow loh pengen hp iPhone salam kenal dari Kalimantan tengah semoga dibaca  ,kak willy follow loh pengin hp iphone salam kenal kalimantan moga baca
6541,2024,Cantik volllll kak vilme ❤️❤️,cantik vol kak vilme hati merah hati merah
6542,2024,Ka Wili kaya mainin apaan gitu kasian civilmei 😭,kak wili kayak mainin kasihan civilmei wajah menang keras
6543,2024,"Aq pernah pengen bgt punya iphone, tapi pas bisa beli hp redmi nyicil sendiri sampe selesai aja alhamdulillah bgt. 🥰, bismillah suatu hr bisa beli aamiin 🤲",pengin banget iphone pas beli hp redmi nyicil selesai alhamdulillah banget wajah senyum dengan hati bismillah beli amin tangan angkat dan rapat sama
6544,2024,Bouquet nya kak   free buat kakak biar tambah gemesss😍,bouquet nya kak fre kakak biar gemas wajah senyum lebar mata hati
6545,2024,Kakk aku udh paket lengkap lohh Dalam nama Tuhan yesus Iphone,kak paket lengkap loh nama tuhan yesus iphone
6546,2024,Lucuuuuu banget. ❤️❤️❤️,lucu banget hati merah hati merah hati merah
6547,2024,"Wasyu , fyp ku kya kie kabeh",wasyu fyp ku kaya kie kabeh
6548,2024,dia non islam anjayy,non islam anjay
6549,2024,Semoga langgeng terus yaa kk kk ku yg cantik dan tampan 😇😇😇,moga langgeng ya ku cantik tampan wajah malaikat wajah malaikat wajah malaikat
6550,2024,Will udah lama gak liat yg selalu bagi ip aku maudong ip,wil lihat ip maudong ip
6551,2024,"bang maaf kalau lancang banget boleh minta bantuannya pinjam uang 750 dulu buat bayar kost ga, kasian orang rumah juga gaada uang bang posisi sekarang ini aku anak rantau😭🙏",bang maaf lancang banget bantu pinjam uang bayar kost kasihan orang rumah uang bang posisi anak rantau wajah menang keras lipat tangan
6552,2024,Cu amay,cu amay
6553,2024,Kak wil sorry gw kemarin minta iphone ke lu😂😂,kak wil sorry gue kemarin iphone lu wajah gembira urai air mata wajah gembira urai air mata
6554,2024,Langgeng trus kak vilmei dan kak wilie❤️❤️❤️,langgeng kak vilmei kak wilie hati merah hati merah hati merah
6555,2024,So cuteee ❤️,sok cute hati merah
6556,2024,Bandung hadir,bandung hadir
6557,2024,"nah gitu,  jangan marah marah mulu ga pegel apa tuh urat😂 mangatlah",marah marah mulu gel tuh urat wajah gembira urai air mata mangatlah
6558,2024,"Kak, kakak nggak mau bantu aku sedikit, beli dagangan usaha aku untuk siapan lahiran kak, karena lahiran SC",kak kakak bantu beli dagang usaha siap lahir kak lahir sc
6559,2024,kak willie baca dm saya 😢,kak willie baca dm wajah menang
6560,2024,  Dosa saya banyak ka🙏,dosa kak lipat tangan
6561,2024,Kak Wili gemana ini bales DM saya kak aku mohon,kak wili gana balas dm kak mohon
6562,2024,Assalamu'alaikum orang yang baik👍,assalamualaikum orang jempol ke atas
6563,2024,S moga,si moga
6564,2024,Ka ko orang lain Mulu yang dpt iPhone aku juga mau,kak orang mulu iphone
6565,2024,Kaka pengen ipone smoga kaka di berkaty dan banyak rejeki,kakak pengin ipone moga kakak berkaty rejeki
6566,2024,  belum tau impact presiden ya? 😂,tau impact presiden ya wajah gembira urai air mata
6567,2024,  money politic 🤮,money politic wajah muntah
6568,2024,Ka willi bantu saya,kak willi bantu
6569,2024,Adooh temoate kak,adooh temoate kak
6570,2024,Bang will.. sesekali main ktangerang bang,bang wil main ktangerang bang
6571,2024,Yang dapet hadiah Orang" Mulu.Kesini dong kampung aku sekali",hadiah orang mulukesini kampung
6572,2024,Ko p. Ganjar itu palsu ya mukaya,p ganjar palsu ya mukaya
6573,2024,Hai ka,hai kak
6574,2024,Bismillah .baca dm aku kak .,bismillah baca dm kak
6575,2024,"Ka wilie saya boleh ikut main mesin capit ,,buat istri saya lahiran",kak wilie main mesin capit buat istri lahir
6576,2024,Ka. Demi kk nie.  Bikin Ig biar bisa di bls chat saya kak. Pengen motor kak.  Skrg butuh banget kk. Bekas juga ga PP kak😢,kak bikin ig biar balas chat kak pengin motor kak butuh banget bekas p kak wajah menang
6577,2024,Mas Willie bantu in orang itu hoax ngak,mas willie bantu orang hoax
6578,2024,Tips akv n0lak svara akv padahal maslh jam 12an bllangmaafbah,tips akv nlak svara akv maslh jam an bllangmaafbah
6579,2024,T p s  akv n0lak svara akv,t p si akv nlak svara akv
6580,2024,Aku dah polow suka komen  akumalah  belum dapat apa2,deh polow suka komen akumalah apaapa
6581,2024,Salam knal dri kalimantan tengah..,salam knal kalimantan
6582,2024,Assalamualaikum bg,assalamualaikum bang
6583,2024,ka Willie bisa bantuin aku gak?,kak willie bantuin
6584,2024,Ka willy bantu saya ka pliss ka😢,kak willy bantu kak plis kak wajah menang
6585,2024,Mantap 👍🏻,mantap jempol ke atas warna kulit cerah
6586,2024,Will help 200k Wil😉,wil help k wil wajah kedip
6587,2024,"Mantaap Willie, sudah menyampaikan aspirasinya..",mantap willie aspirasi
6588,2024,Bang wyly😢,bang wyly wajah menang
6589,2024,KAKAK.  WILLIE.  DION.  RUMAH.  SOKARAJA.  WIILLIE.  UANG.  100. JUTA,kakak willie dion rumah sokaraja wiillie uang juta
6590,2024,Uda 6 th😢😢😢😢,wajah menang wajah menang wajah menang wajah menang
6591,2024,Salfok banget sama ibu kerudung coklat yg liat anak baju merah jatoh basah2an dia lgsg nyubit anaknya biar ga ikut basah2an 🤣,salah fokus banget kerudung coklat lihat anak baju merah jatuh basah langsung cubit anak biar basah tertawa terbahakbahak
6592,2024,Salam kenal kak   sya dri Makassar🙂,salam kenal kak makassar wajah agak senyum
6593,2024,Wil. Bagi hadiah iphone dong,wil hadiah iphone
6594,2024,Akun Ig banyak kali ka👏,akun ig kali kak tepuk tangan
6595,2024,Wil uwis mangan di semarang mijen sudah selesai ya,wil uwis mangan semarang mijen selesai ya
6596,2024,Saya butuh dana bank sejuta aja🙏🤲,butuh dana bank juta lipat tangan tangan angkat dan rapat sama
6597,2024,"Ka Willie saya udah paket lengkap,udah follow kakak'",kak willie paket lengkap follow kakak
6598,2024,Aslamualaikum ka Willie,aslamualaikum kak willie
6599,2024,No 2 semkakin di depan   💙,no semkakin hati biru
6600,2024,Semangat bang  klo boleh bantuannya bang buat bayar sekolah,semangat bang kalo bantu bang bayar sekolah
6601,2024,Salam dua jari k,salam jari
6602,2024,Bang Willy mau donk iponnya atau uang cas 🙌,bang willy ipon uang cas angkat tangan
6603,2024,Hadir bang wilie semoga beruntung,hadir bang wilie moga untung
6604,2024,Bang please baca dm ku dong,bang please baca dm ku
6605,2024,😢bagi sedikit rejeki kk,wajah menang rejeki
6606,2024,Mas willie,mas willie
6607,2024,Kapan saya dapat hadiah kakk willi ...saya gak pernah dapat buat bayar hutang kakk willi,hadiah kak willi bayar hutang kak willi
6608,2024,Kak mintak aipon dond,kak mintak aipon dond
6609,2024,"Hijau, hahahahaha😂",hijau hahahahaha wajah gembira urai air mata
6610,2024,"Gemoy kan dah menang,,,bagi2 angpao dong kak will",gemoy deh menang bagibagi angpao kak wil
6611,2024,Udah nyoblos tapi ga dapet iphone dari ka  ,nyoblos iphone kak
6612,2024,tetap satu pilihan tentu nya sudah coblos nmr02.💪,pilih nya coblos nmr lengan otot
6613,2024,Halo kk wili ini aku kela yg tiktok ka wili aku minta uang dong 1jt,halo wili kela tiktok kak wili uang jt
6614,2024,"Apa kbr bang Willie . Sehat"" selalu ya, n rezeki y lncar trz n ngalir ke aqu.. amin, eh ngarep, siapa yg gak ngarep.. 😊.. lgi banyak doa yg belom terkabul.. ya di ksih sehat juga Alhamdulillah ja..",kbr bang willie sehat ya n rezeki ya lncar trz n alir amin eh harap harap wajah senyum dengan mata bahagia doa kabul ya kasih sehat alhamdulillah
6615,2024,Bagi duit Will 200k buat beli kuota,duit wil k beli kuota
6616,2024,kak Willie emang baik orang nya,kak willie orang nya
6617,2024,"All in 02 ajalah bang, Ok langsung gass",al aja bang ok langsung gas
6618,2024,Prabowo😂😂 priseden Ri 2 calon nama ya ? .....😂,prabowo wajah gembira urai air mata wajah gembira urai air mata priseden ri calon nama ya wajah gembira urai air mata
6619,2024,BANG DI PEKANBARU PAK PRABOWO MENANGG,bang pekanbaru prabowo menang
6620,2024,Mna ni kk wiligk bgi² hp lg,nih wiligk bgi hp
6621,2024,Bang buat biaya kuliah...,bang biaya kuliah
6622,2024,Mau dong kak 500ribu buat bayar utang 🥺,kak ribu bayar utang wajah memelas
6623,2024,Bismilah aku sudah ka Wil,bismilah kak wil
6624,2024,Wah telat komen nih kayaknya 😮😂,telat komen nih kayak wajah dengan mulut buka wajah gembira urai air mata
6625,2024,oke gas oke gas,oke gas oke gas
6626,2024,Menyala abangku🤙,nyala abang panggil saya
6627,2024,Kk wili nanti tahun 2030 calonkan dirimu jdi presiden,wili calon diri presiden
6628,2024,Kak wiilli,kak wiilli
6629,2024,Gerindra partai q,gerindra partai ku
6630,2024,Kak willi boleh ngk aku mntk uang untk modal jualn dan byr kontrakan rmh tlg ya kk,kak willi mntk uang modal jualn byr kontra rumah tolong ya
6631,2024,Aku mau dong KA aku udah follow tiktok Kaka udah dari dulu 😢😢😢😭😭,kak follow tiktok kakak wajah menang wajah menang wajah menang wajah menang keras wajah menang keras
6632,2024,Bang kasi aku hp aipun yang 15 pro bang,bang kasih hp aipun pro bang
6633,2024,"Assalammualaikum slmt siang bos,",assalammualaikum selamat siang bos
6634,2024,"Bukan hk mau golput,tpi hk fitrima klo pake KTP",hk golput hk fitrima kalo pakai ktp
6635,2024,Saya sudah nyoblos wil,nyoblos wil
6636,2024,Duit dulu bang will.. buat ujian nih,duit bang wil uji nih
6637,2024,"  lu ga tau , pendukung 01 lagi demo karna 01 kalah , ehh ternyata mereka dibyr donk untuk demo🤣🤣",lu tau dukung demo kalah eh dibyr demo tertawa terbahakbahak tertawa terbahakbahak
6638,2024,Sappok sama mukanya pak anies disini kok item beut yak??,sappok muka anies item banget ya
6639,2024,Bismillah semoga aku jg dpt dri kk willi,bismillah moga willi
6640,2024,Ka Wilisalim mint 1 juta untuk topup ff id 8550912969🙏,kak wilisalim mint juta topup f id lipat tangan
6641,2024,Baim Wong Jilid 2 🗿,baim jilid moa
6642,2024,Menyala 🔥🔥🔥🔥abang ku,nyala api api api api abang ku
6643,2024,Bang Wil saya butuh uang nih buat beliin hp Ade saya,bang wil butuh uang nih belikan hp adek
6644,2024,Masukin ke academi km will,pasuk academi wil
6645,2024,Aku pengin hpnya juga buat anakku,pengin hpnya anak
6646,2024,Wih wong ponorogo cak,wih ponorogo cak
6647,2024,Bantuin buat modal usaha😂,bantuin modal usaha wajah gembira urai air mata
6648,2024,Aku juga mau kak Wili ❤️❤️❤️❤️,kak wili hati merah hati merah hati merah hati merah
6649,2024,"Mantap,mainlah ke Medan bang willy",mantap main medan bang willy
6650,2024,Kaa willli ada lowongan kerja ngga😂,kak willi lowong kerja wajah gembira urai air mata
6651,2024,Di undang GK tu bg🔥??,undang bang api
6652,2024,semoga panjang umur,moga umur
6653,2024,keten si,keten sih
6654,2024,Wili boong,wili bohong
6655,2024,Yang namanya wawan ko pada jago melukis semua yak👏,nama wawan jago luk ya tepuk tangan
6656,2024,Masya allah,masya allah
6657,2024,❤️❤️❤️mirip ya kk,hati merah hati merah hati merah ya
6658,2024,Aipon itu kan hp dia,aipon hp
6659,2024,"Kapan dtg ketempatku bang willie,,masak cm disitu aja bang",tempat bang willie masak situ bang
6660,2024,Keren bang wili,keren bang wili
6661,2024,Saya butuh HP ku s3ring ngelek ka,butuh hp ku sring ngelek kak
6662,2024,Ka mau iPhone,kak iphone
6663,2024,Dia datang dgn hasil karyanya...Luar biasa..keren 👏👏,hasil karya keren tepuk tangan tepuk tangan
6664,2024,semoga kak Willie makin sukses kedepannya,moga kak willie sukses depan
6665,2024,"Lukisannya beneran bagus, hidup",lukis benar bagus hidup
6666,2024,Semoga bisa mendapatkan hp baru hp lama ya rusakkkk,moga hp hp ya rusak
6667,2024,Semoga ada rejeki abutuh  uang tu bayar sekolah Ama kebutuhan,moga rejeki abutuh uang bayar sekolah butuh
6668,2024,  bersyukur lagian wilie juga stres gara gara banyak yang minta²,syukur wilie stres gara gara minta
6669,2024,Wil bismillah 1 hp 🗿,wil bismillah hp moa
6670,2024,"  tinggi juga  lu,gw pen masuk 1 SMA 165 gatau lgi sih brp skrng",lu gue pengin masuk tau sih
6671,2024,  2smp otw 3 smp,smp otw
6672,2024,Kurang kak Willi kalo 2minggu banyak buang waktu,kak willi kalo minggu buang
6673,2024,Aku juga Ponorogo njir,ponorogo anjir
6674,2024,👏memberikan penghargaan atas ketekunan dan kreatifitas apalagi 2 minggu mengerjakan,tepuk tangan harga tekun kreatifitas minggu
6675,2024,Mau iPhone pink kk Willy udh fllw,iphone pink willy fllw
6676,2024,"Nahhh... Yang begini apresiasi boleh dihargai, muantappp bang  ",apresiasi harga muantap bang
6677,2024,info loker,info loker
6678,2024,Mirip nm bpk gw wawan,nama bpk gue wawan
6679,2024,Kak wily baik btg sukses terus kak wily😍👏,kak wily btg sukses kak wily wajah senyum lebar mata hati tepuk tangan
6680,2024,Pak Sugiri pasti bangga🔥,sugiri bangga api
6681,2024,Ponorogo menyala🔥🔥🔥,ponorogo nyala api api api
6682,2024,  tinggi lu brp bng,lu bang
6683,2024,Sempet² nya waktu bilang "saya ngefens sama ka wili" Injek kaki ka wili😂😂,sempet nya bilang ngefens kak wili injek kaki kak wili wajah gembira urai air mata wajah gembira urai air mata
6684,2024,Pengen deh punya hape dari ka wili,pengin deh hape kak wili
6685,2024,Bg wawan kita satu kota 😮,bang wawan kota wajah dengan mulut buka
6686,2024,bakat ya mungkin bakat sy di basket cuma terhalang sepatu😂,bakat ya bakat basket halang sepatu wajah gembira urai air mata
6687,2024,Wahh bagus banget,bagus banget
6688,2024,  berbakat ning euy,bakat ning euy
6689,2024,Semangat ya,semangat ya
6690,2024,Gw mulai sekarang pas aku liat video anak yang udh 2 Minggu tinggal di Deket rumah kak Willie tapi cuman di kasih ongkos buat pulang n di kasih baju lebaran aja n GK ngehargai anak itu gw kasian n mulai itu gw agak GK percaya KPD kak Willie,gue pas lihat video anak minggu tinggal rumah kak willie cuman kasih ongkos pulang n kasih baju lebaran n ngehargai anak gue kasihan n gue percaya kak willie
6691,2024,setingan anj,ting anjing
6692,2024,GILAA KREATIF BANGETT,gila kreatif banget
6693,2024,"Mirip bgt lukisan nya,, kereen",banget lukis nya keren
6694,2024,MENYALA PONOROGO🔥🔥🔥,nyala ponorogo api api api
6695,2024,Hai kk will,hai wil
6696,2024,Wow kreen ..mantap,wow keren mantap
6697,2024,@ muda mudahan aku dapat ya,muda mudah ya
6698,2024,Kak aku udah follow di Instagram kak aku mau uang 25 juta kak bismillah di baca aminn,kak follow instagram kak uang juta kak bismillah baca amin
6699,2024,Usahanya ga main²,usaha main
6700,2024,Bagus banget gambarnyaaaa.😍😍,bagus banget gambar wajah senyum lebar mata hati wajah senyum lebar mata hati
6701,2024,"Abis gambar bang willy jga, tpi mode single plus kecil framenya😂",habis gambar bang willy mode single plus framenya wajah gembira urai air mata
6702,2024,A Willi moga rijki Bu mau unmroh,a willi moga rijki bu unmroh
6703,2024,Ok ok bang wil ciba ke sini kasih modal,ok ok bang wil ciba kasih modal
6704,2024,Tolong bantu untuk melunasi KPR nak willi🙏,tolong bantu lunas kpr nak willi lipat tangan
6705,2024,Keren lukisan nya,keren lukis nya
6706,2024,Keren mas Willie ❤️,keren mas willie hati merah
