Tahun,Comments
2022,"bang jess, saya penggemar anda sejak ML S 10, mulai masih di evos,  saya gak mintak hp merek apapun bang, yg penting lancar muat main game dan bisa nyenengin istri bang,  saya harap bisa dapat bang, dan saya do'akan bisa lancar rejekinya, usahanya lancar amiin...."
2022,"bang jess, saya penggemar anda sejak ML S 10, mulai masih di evos,  saya gak mintak hp merek apapun bang, yg penting lancar muat main game dan bisa nyenengin istri bang,  saya harap bisa dapat bang, dan saya do'akan bisa lancar rejekinya, usahanya lancar amiin...."
2022,Sebnernya utk klngn kyk sisca ini org ny trmsuk sdethana bgt dn gk bgitu menor dlm brgya tap trliht aura baik ny bersinar bgt.. salut..
2022,@searico11 cuakkssss??????????
2022,??
2022,Saya jaga turet bang??
2022,Sekali kali collab sama limbad kak biar makin seru kalo ditambah paku didalem boxnya??
2022,Semoga selalu bahagia ????????????
2022,SAYA MINJEM DUIT KER NGALUARKN BUDAK NA BETENG
2022,Manzaa deh kalian
2022,Boss
2022,@2.000.000_disukai ??
2022,Hahahhhhhhhhhhhhhh
2022,Tim yang suka pencet like karna keasikan nonton ?? seruu
2022,??
2022,Sejak mereka nikah kontennya game couple ????
2022,@trya.ps iya ka kelihatannya hamil
2022,LUCUK BANGET??
2022,@muliawanrmt wkwkw bisa aja ??
2022,Haii kaak ????
2022,"@clemira.s.a Jess pewaris darimana coba jelasin,kalo bukan gara2 effort dia ml ga seterkenal sekarang"
2022,"@candra_septiano lah Jess kan dari susah dulu baru sukses ke sekrng, ya skrng kontennya dia ya main2??"
2022,??????sabil trfyduwteuie2
2022,Bajuny jess mahl banget itu woy????
2022,mau subs tombolnya yg mana?
2022,@muliawanrmt ??????
2022,Bucin loe jess wkwk
2022,Sederhana tp buat bahagia.
2022,Heppy trus kak
2022,????????????????????
2022,Hamil keknya
2022,????
2022,Jessnolimit ko jadi tolol dah
2022,??
2022,Ikut dong kak??
2022,Dua ATM berjalan bersatu auto anknya jdi BANK berjalan tajir.....
2022,Sweet game
2022,Buciin
2022,Kayaknya ada baby bumps yaa
2022,????
2022,@immanuel_liemtanudisastro ngakak no limit gw bacanya
2022,@muliawanrmt situ yg coba dluan ya????????
2022,Kok comel banget sih
2022,idaman ya udah cakep ga neko neko gak banyak tingkah
2022,"@muliawanrmt siska kohl mah beda ama kita, kita kalo kecil hiburannya kuda lumping makanya kita ngerti. Dia mah ga relate, tar bertanya2 lagi ke kita"
2022,@muliawanrmt ngajak mati ????????
2022,Mbak liat DM saya mbak??
2022,@muliawanrmt psikolog banget sih????
2022,@ronyagung___ ????
2022,tambah lapo seeeee
2022,"Ketawanya elegan bngt heran, beda bet sama kita bewawakan ?? @junbutarbutar @arinirach @lisaarayar @angrynto"
2022,Selalu cantik dan gaya berpenampilan sangat sopan ????????????
2022,@ml_yok liat bawahan perutnya
2022,@muliawanrmt stuju...biar ad tantangannya dikit
2022,Kayanya hamil deh sisca semoga yaa ??
2022,Hallo kak @siscakohl mohon baca dm aku kak ????????
2022,@anakolong_ psikopat
2022,@muliawanrmt @choicoipie
2022,Lagi hamil yaa siska ??
2022,bikin konten yg bermutu
2022,Baju mewah
2022,Bahagia banget melihat orang ini berdua. Tapi aku jadi sedih melihat Jessica jd jarang koleb abang Jessica. Tolong bang jodohin orang itu berdua trus. Supaya Jessicanya bahagia kek abang. aku ngefans sama pidio kalian semua semoga kalian sehat2 trus. Tuhan Yesus memberkati.??
2022,Q kok liat mKin kesini makin aneh ya @jessnolimit
2022,oke kalian ??????
2022,@muliawanrmt jgn gitu kak??
2022,@juandemontreal
2022,@asrianti30cy_ nikahya Oktober kalo gasalah tanggal 10 deh
2022,@siscakohl cek DM kak please ??
2022,@clemira.s.a pewaris yg manis
2022,@candra_septiano ya gimana kita itu perintis bukan pewaris ??
2022,Lucu baju nya sisca ... Tp harga nya pasti ga lucu ??
2022,Mantab
2022,@siscakohl lagi hamil ya...selamat ya
2022,bang mau skin legend franco??
2022,@muliawanrmt @xn_klya @sahla_nur_athifa
2022,Bajunya pink lucu banget aku suka banget
2022,Kenapa mereka vibenya sama2 alus gitu ya orangnya
2022,So sweet banget sih kalian????
2022,Kak mau dapat iPhone dong ??
2022,Lagi hamillll yaaa sisss??
2022,H
2022,Bantu follow ig aku kak??
2022,??
2022,Assalamualaikum izin kali disini ada yang bisa pinjemin uang ????.
2022,????
2022,Kak Sisca hamil kah??
2022,@muliawanrmt debus kuda lumping
2022,@muliawanrmt asssuuuu??????
2022,Sehat selalu ko Jes ??
2022,@muliawanrmt ????????
2022,@aina.chasim87 iya seperti nya emng lg hamil??
2022,Lg isi kah?
2022,Haha
2022,??
2022,Kalian lucu banget sih??
2022,Terima Kasih Kak Sudah Mempercayai Isibangunan Untuk Pemasangan Lantai Vinyl Nya. Mohon Maaf Apabila Ada Kekurangan Dari Teknisi Kami. Sekali Lagi Terima Kasih ????????
2022,Gk kuat liat ke gemesaaaan ini ????????????. Mo trbang ajah ke marss
2022,Cek DM ka
2022,Cek DM kak Sisca tolong @siscakohl ??
2022,@searico11 ky orang o²n
2022,Jessnolimit plise give iPhone  I'm cet mizoram plise
2022,@elseabrartng19_ sbzhsjabsisbsisbs??
2022,@ciciappril yaa ketemu cici??
2022,Jesnolomit terlalu setia sama istri itu bagus????
2022,@sikyndrew ??
2022,@tutiek057 btl ka
2022,@sikyndrew @rantinovali ??
2022,??????
2022,Alayyyy
2022,Langit nya editann
2022,??
2022,Sehat terus orang baik ????
2022,"@silvi.handayani23 halo kak aku ada produk herbal, silahkan dm ya"
2022,Bahagia terus kak jess dengan istri tercinta nya ??
2022,Cute banget cihhhh??
2022,Salfok sama batik nya @siscakohl kira2 beli dimana yaa...xixixi
2022,Bang bisa ga ya aku dapet iphone
2022,AAAA GEMES BAANGETTT KALIAN????????????
2022,Menyesal liat challenge ini disaat jomblo
2022,@sikyndrew ???
2022,@kang.galon_25
2022,??
2022,Saling melengkapi bgt??
2022,@sikyndrew ????
2022,@sikyndrew ????
2022,@dianrianjani @rafikaslv liatlah mereka wkwk mereka doang yg bgini gua wajarin malah liatnya sweet
2022,????????
2022,Ini lah pasangan yang sebenarnya saling sayang saling cinta dan saling melengkapi
2022,Background music name
2022,@sikyndrew ????????????????
2022,indahnya rumah tangga org kayaa yaaAllah
2022,@nitaayu.a iri iri iri
2022,"@mfdlhwprtmaa namanya juga udah nikah, mending komenan lu di hapus deh, kasian Sisca nya juga misal baca komenan lu. Kangen liat konten Jessica sama Jess boleh, tapi lebih baik di keep aja. Kalau gak suka, atau menurut lu monoton, ya unsub aja."
2022,Suka banget sama suara seraknya??
2022,"@ikaakurniia mohon maaf, di agama selain islam pun diajarkan kok cara berpakaian yang seharusnya itu seperti apa"
2022,Langitnya di edit gasi?
2022,lucuuuu bangetttttt
2022,@clumsyprefer wkwkw
2022,@minato_alicia andai aku bisa seperti ini
2022,Kalo laku gua kyknya emang gua yg dijorokin dah??
2022,beda bngt sm laki w..kl w kalah dia ketawa girang langsung didorong kenceng ??
2022,@sikyndrew sumpah gua ngakak sampe terbatuk² lihat komen lu.. ???? setelah di pikir² iya juga yahh hahaha.. Dari semua konten challenge nya ??
2022,So sweet??
2022,Siska walaupun orang kaya pake baju nya biasa² aja dahh
2022,"maap sebelumny, itu backgroundny kek greenscreen gitu?"
2022,@adittama67 endingnya gemes bgt
2022,Aq sk sih lht siska pakainnya sll sopan dan jess jg ga pnh neko2 ??
2022,Bgke
2022,@zackkyaa_v ????
2022,@clumsyprefer ??
2022,Keluarga bahagia
2022,klo gw jd siska gw jongkrokin laki gw????
2022,Kaya nya Jess no limit kurang hot ?? kurang peka pas sisca minta peluk di kolam
2022,@mahardikasyahti knp yo????
2022,Sisca pembawaannya tenang dan kalem bgt si yawloh??
2022,Mukanya Siska kol ky dlm tekanan gt
2022,Gemesh banget sih kaliannnnnnnnnnn??
2022,Kalem bgt yah couple ini... No bar bar at all????
2022,@clumsyprefer aku ga jomblom tapi aku iri dengan ke sosweetan ini ????????
2022,??
2022,Semoga dpat momongan segera y kk
2022,Beda bngt sama si Jane wkwk
2022,Dahlan nyesel gw liat
2022,Lucuneee  @j_dika
2022,Tidak baik untuk kesehatan mata jomblo??
2022,@zamzam.z1 info kontrakan di Pluto masih ada gak kuat liatnya ??
2022,@silvi.handayani23 operasi plastik bang????
2022,@tephhh19 baru baca wkwk ini challenge klo ujungnya nyebur dua2nya itu buat apaaaa ????
2022,Gemes banget....??????????????
2022,Pdhal gw udh nikah udh punya anak Rp nnton mereka masih nyengir??
2022,????????
2022,makin kesini liat mereka senang bnget semoga cepat punya momongan aaa ga sbaar
2022,Lucu banfet aakkkkkk
2022,GEMESH BGT YAALLAH WKWKWK??
2022,@clumsyprefer tau aja lu saudara gue jomblo dn nyengir  gigi ampe kerng????????
2022,@clumsyprefer AHAHAHAH
2022,??????
2022,Yg jomblo pura" aja gak liat
2022,Njir balikin kuota akuu nyesel liat ke uwuan mereka mana make senyum senyum segala
2022,@ninariah3137 iri mblo??
2022,Seneng banget ngeliat kalian bahagia ??????
2022,????????????
2022,yaudah iya aku aja yg nyebur
2022,@sikyndrew ????????
2022,Sweet banget sih??????
2022,@asri_jesika madu asli dari sarang nya aja mbak
2022,Gemesssss
2022,Jd inget alfon njir @abdulmuis_ali
2022,Gw senyum senyummmm ?????????? sendiri
2022,Jompo makin jompo nih????????
2022,@zamzam.z1 ikuuut
2022,Hal sweet seperti ini tidak berlaku buat suamiku @aguzssnto tersayang karna baginya aku mendapat hukuman adalah hal yang sangat di nanti nanti ( sekalian bls dendam gitu) ????????
2022,????????
2022,@scrltvlxx iyooo ehhh kiapa kang ??????
2022,@andyyuniverse kwwkwk sa ae??
2022,Lucu bgtt??????
2022,Lucuuu bgttt iiii??
2022,????????
2022,@marescha_altan cmn drg yg bgni mar org suka ja lia wkwk
2022,@scrltvlxx hahahahaha ?????? kiapa so drg ini kang dpa lia cute skli .. pdhal klo mo pikir lebay mar ucuuu gemesss eh
2022,Bucin no limit
2022,????????
2022,@marescha_altan mo suka ka pluto jo qt hahaha
2022,Pasti banyak yg terijspirasii
2022,Banyakk. Konten piano kakk
2022,@dani.ahmad2211 Masukin Les piano  juga mahal bang
2022,@albertofficial88 turkish march
2022,@ashdjk.sgl bejir
2022,@fyndda_ ini aku diajarin sm diaa ??
2022,Tombol kenapa ga banyakin konten kyk gini ??????
2022,Mama ny Sophia bagus bgt main ny??
2022,Nama musik yang pertama apa ya
2022,Kerennnn ??????
2022,@anggipelangii makasih yaa
2022,@nauraaaa_bintanggg River Flows In You oleh Yiruma
2022,Nama musik yang kedua apa ya lupa?
2022,Tap ?? 1000x ?? thank you
2022,@sahnazwildan Für Elise oleh Beethoven
2022,??
2022,So touching.. bnykin konten main pianonya??
2022,??
2022,"Musik yang terakhir itu apa ya? Lupa, nyari nyari dari dulu"
2022,Keren ??
2022,"Kenapa piano identik dg org kaya??,sebab piano harganya mahal dan yg punya rata²org kaya ??"
2022,Jarinya bumil siska luxury bingits ??
2022,@prissilasetiowati hahaha??????
2022,Tolong upload video kalian collab PIANO??
2022,??
2022,Pianika
2022,gue sukak gaya lo bg
2022,Mau iPhone bang
2022,Speechless??
2022,????????
2022,Sehat sekeluarga bg jess
2022,@nolasint.a bengek ??
2022,Yang mainnya piano dan biola adalah orang kaya
2022,@bbhiyaa_ LANCELOT pernah berkata : kekuranganku adalah menjadi terlalu sempurna
2022,????????
2022,??
2022,????
2022,kenapa pas sama Sisca jadi keren banget
2022,sweet bener klean??
2022,WOY JAGO BGT
2022,Berasa nonton boys before flowers
2022,@wafeeadli  keren
2022,@jhohackim sialan ngakak banget ??
2022,"Gw mah main ini enngap engapaan padahal cuma suruh ngapalin himne guru , orang gw mah pakenya pianika"
2022,Ternyata kita sama cuma bedanya aku orgen tunggal ??
2022,"@nikitadeboraputri mungkin yg dimaksud warisan genetik, kaya kecerdasaannya gitu??"
2022,Mupeng bisa main piano bgtu dah
2022,kerennn??????
2022,PGN bucin kaya gini kita yank @ogagreenwood
2022,Bismillah dapet piano baru
2022,Pro sis discs kohl ??????????
2022,Wahh.. Keren ci
2022,@nikitadeboraputri wkwkwkwkwkwk paham konteks gasiii
2022,"mereka punya anak aja belum, tp warisannya udah dibahas. anda ini memang kadang kadang anda ya ??"
2022,Orang berada beda ya . Memang pasangan yang pas
2022,Keren bgttt ??
2022,Keren bgt
2022,Pengen ajarin main nyaa
2022,??
2022,Ya Allah romantis amat ya... ?? @siscakohl @jessnolimit
2022,@jhohackim wkwkwk kok biaa kepikiran komen gini ????
2022,Ajig ngakak??
2022,Pantes main fannynya jago??
2022,Komenan nya +62 slalu menghibur ??????
2022,@jhohackim mba @mutamimahh12 ????
2022,IPhone 13 pro max
2022,@bbyyoongiyoul_ thanks kak!??
2022,??????
2022,@lessaoctaria gw yg ngambilin rontokan rambut siska aja (kalau rambutnya rontok sih kaya kebanyakan rakyat jelata).wkkw
2022,@jhohackim ??????????. kl lu jd apa @aksara.2511 ?
2022,kl lu jd apa @aksara.2511 ????????
2022,Semogasehtseht
2022,Org kaya beneran itu penampilanya sederhana itu. Q salut sm mreka??
2022,sisca baju nya simple bangettt
2022,@zuliakhozanah aku juga gituuuu sama ayaanggggg????
2022,Bininya lbh jago n lbh lntur jari2 ??????????
2022,Ko kamu serba bisa sih
2022,kamu main bareng apa?? @widhiyansusanti
2022,@ryanfahmibakery alamak lagu last second tu
2022,@jhohackim ??
2022,"Aku juga pianist loh, andai sja cwo ku bisa main..?? kn bgs ae kea gini ..Dh lh"
2022,Aahh.. seneng bgt liatnya. Semoga kalian selalu rukun
2022,@intanfiora wkwkwk
2022,@ayyaalghifari hahahahahahah gw jg ngakak bgt bangke
2022,"Sama kaya kita suka main piano bareng, piano tiles @rizkypp33"
2022,@jhohackim.ngakak bgt????????
2022,Pinterny Sisca kohl hebat deh??
2022,Kenapa ya klo diakun mereka yg komen lucu2. Pokoknya kalau hati gundah gulana baca komen disini aja auto nyengiiir??
2022,????
2022,@taufikakbar68514 river flow yiruma
2022,Dari dulu pengen bangen punya piano :)
2022,@earlyna_febriani
2022,@klements1 thankyou?
2022,@klements1 river flows in you deng bang
2022,"@taufikakbar68514 yiruma, flower in you"
2022,@devi.linday  untung pianika bukan suling??
2022,??????
2022,Lagu yang ke 2 apa
2022,Keren sih??
2022,@jhohackim @ninaadati @vousmevoir_ co lia dpe komen kw ee????
2022,Aku juga gitu sama ayangs ..#tapiboong ????
2022,??????
2022,Pastes fasheng
2022,@nolasint.a sama??????
2022,river flows in you aaaaa??
2022,"Hadeeehh dah cantik, kaya, good attitude, cerdas pulaa"
2022,@jhohackim ????????
2022,??????
2022,@jhohackim dan aku demgerin ini sambil nyuci berasa nyuci baju sultan????
2022,@jazzycaa  yg plg pnting warisan good attitude nya ke turunan mereka nntiny??
2022,Tes
2022,semoga dm saya di baca sama kak siska ??
2022,??
2022,"@opi_el yaiyalah, emng kalo ga makan nasi makan apahhh????mieeehh??sushiii??gaklahh mbakk Drajat orang miski/kaya itu sama aja"
2022,@dkslwm95 emngg knp yaa
2022,@rzkyards_ emng knp yaa??
2022,@dwityaaziza emngg knp y
2022,P??
2022,Alhamdulillah ada 1 kesamaan sama sisca. Makan mie pake nasi ???????? beda nya dia biar gak kepedesan lah gua biar kenyang ??
2022,Tenyata Sisca pernah makan mie pake nasi ??
2022,Lidah orang kaya
2022,@intnviaps_
2022,Nato??
2022,@tetistory blm nyoba ini berarti
2022,@riswuri20 yg ini yg item ghospeper nya
2022,"Kereeeen, bener2 menghargai makanan negara lain?? salutttt??"
2022,@rzkyards_ ??
2022,@el_riss_ try buat ni as a content ??
2022,Mie+nasi emang mantaap??
2022,@rzkyards_ ???
2022,mie nya beli dimana ya?
2022,Makan nato pake nazi??
2022,Emang jodoh ya saling melengkapi. Si sisca tahan bet sama pedas si jess nya kurang kuat pedas. Real jodoh saling melengkapi
2022,Mb sis aku kirimin donk... Jd pengen??
2022,Menu bikin diabetes ?? (karbo+karbo+kacang)
2022,"Pake nasi biar gak kerasa terlalu kebakar kepedesan. Nato dipke mie ghost pepper rasa kedelainya lgs hilang, dan gak bakal eneq. Smart??"
2022,Suara seraknya kayak lagi ga enak badan
2022,@mammi.chula13 natony ya ges ya mihilll
2022,"Akhirnya ada konten sisca yg bisa gw ikutin, ??"
2022,Org kaya aja mkan mie pake nasi lohh??
2022,Siska kohl aje makan mie pake nasi. ????
2022,"Budaya indonesia,makan mie pake nasi??"
2022,"berharap dia mual, tapi kok ga mual mual ???"
2022,Tumben porsi dikit?
2022,@irakkurnia cus lah makan nato pake ghost pepper ??
2022,@waaaaaaaaaang_ cbain ka
2022,Kenapa ya dunia ini
2022,Mie pakek nasi ??????
2022,"Guys, Mba Siscakhol aja makan mie pake nasi ??"
2022,Tumben makan murah??
2022,Cari kaos polos dan sablon disini
2022,"Natto tu kacang soya, org jepun selalu makan waktu breakfast sedapp,bole cari dkt village grocer"
2022,xpe wak. borak bahasa melayu je. nato tu takde rasa sgt. tp bau dia busuk skit..
2022,", Nato itu apa rasanya? Sorry saya dari Malaysia, soalnya tak tahu apa tu Nato.."
2022,"Ternyata kakak juga makan nasi ama mie yak, kita punya kesamaan ??"
2022,@cikidot_channel @zarolzarif @ecahdaud @amri_aziz @fannarsln
2022,@cydw__ bukan mksdnya negatif weh wkskw jd lebih cabiii lucu gemesin loh mksdnya????jgn salah mengartikan??
2022,keren mba sisca kohl ini tetep makan mie pake nasi cuy ??
2022,@dimsum_majinbu ????aamiin ??
2022,"Kok kaya gendutan ya, atau aku doang yg ngerasa"
2022,@xeonyd lah sama ??
2022,@adelfi.id bismillah kompor mito
2022,Suaranya sisca kayak lg flu gitu yaa
2022,??????
2022,@_lydd123 ingat! Nasi hanya konten produk mitto. ??
2022,Ternyata horang kaya juga makan nasi ??
2022,Aku kira orang kaya gak makan nasi pake mie??
2022,@_lydd123 itu juga karna mie nya pedes bgt anjir
2022,kok aku bayangin konten yg muntah muntah gegara makan nato ya??
2022,"Alah geningan, nu benghar ge tuang mie make sangu hahahah"
2022,Ayo cobaaaaaaa??
2022,Bahkan Sisca Kohl aja makan mie pake nasi ??
2022,"OMG It's monday! Duh hectic banget hari senin, kayanya bakal skip sarapan lagi... ????? eh beb! Jangan sering skip sarapan, apalagi masih program diet, kasian badan kamu. Pastikan makan teratur biar tubuh bisa punya tenaga yg cukup untuk beraktifitas dan nutrisi juga ga keganggu, saran aku cobain deh Flimeal, praktis cukup di aduk di 1 gelas air putih. Kenyang sampe 4++ jam ?? happy diet with @flimtyjogjaofficial.id"
2022,Kok jadi ngiler ngeliatnya??
2022,??
2022,@mila_duju nah baru tau lagi soal ini kak hehe
2022,Bayar tau 5 jutaan
2022,Dia pake nasi mngkin biar aman lambungnya krn makan mie yg super pedas??
2022,@mandaarll akhirnya orang kaya makan mie campur nasi
2022,Angkat aku jadi adik mu sis
2022,Sampe ngiler liatnya
2022,@hulakhulik_team oh saya kira automatically centang biru kalo followers sudah melebihi jumlah yg ditentukan IG bang
2022,Tumben sekarang merakyat
2022,Cantik banget ci??
2022,@ciciaci__
2022,Ya berarti dia gak minta verifikasi ke Ig.. jadi gak centang biru..
2022,Dia 2jt tapi kok belum centang biru si
2022,Dan gw curiga elon musk juga makan mi pake nasi
2022,Sekaya apapun lo tetap bakal tambahin nasi di mie ??
2022,Di Toko oren Ada Kak??
2022,Halo ka
2022,@jkei.koo__ ??????
2022,Keringat org kaya emg bsa diajak kerja sama. Kmrn nnton konten ci sisca dn justin pas mkn mie abanh adek.bisa2nya keringet ama belernya ga heboh..klw kta yg makan  dah gaada bentuk nih muka??
2022,orang kaya aja makan mie pake nasi wwkwkkwk ??????????
2022,Ternyata ka siska makan mie + nasi oge nya biar kenyang @indahayupuji @chikaals @nurulfdlillahi
2022,rasanya dah takde sis kat 7e?? tapi kalau jumpa mana mana roger
2022,@fazreelhanafi kan bkn islam doi
2022,"@niania6978 hum harap adalah, puas saya cari xjumpa"
2022,@jkei.koo__ anjeng??
2022,HI SAYA ADA JUAL ETOK SALAI ORIGINAL KELANTAN BERMINAT BOLEH TEKAN LINK KAT BIO!!! ??
